company_id,first_purchase,last_purchase,frequency,monetary,recency,customer_age_days,n_products,Возврат,Новая,Продление,Расширение
comp_4980528571e5,2015-09-14,2016-10-15,7,111000,2554,2951,2,,,,
comp_4997a3d3d555,2014-08-04,2020-10-26,10,368000,1082,3357,7,0,5,2,0
comp_49a0ad9882aa,2021-07-19,2022-01-22,3,41000,629,816,2,2,1,1,0
comp_49a50ebe80f2,2019-04-06,2020-11-28,4,101000,1049,1651,3,6,1,2,0
comp_49afb3517e02,2021-02-06,2023-09-27,3,57000,16,979,3,0,3,0,1
comp_49e2ab73cb74,2015-05-02,2016-10-12,2,27000,2557,3086,2,0,1,0,0
comp_49ef967b8704,2016-01-16,2016-01-16,1,11000,2827,2827,1,0,1,0,0
comp_49f62992ca4e,2014-10-01,2016-10-29,5,56000,2540,3299,2,0,1,0,0
comp_4a0625f1386e,2015-01-09,2018-04-29,6,79000,1993,3199,3,0,1,1,0
comp_4a0c3fb908ac,2014-10-17,2022-10-13,46,551000,365,3283,2,2,1,40,4
comp_4a5eed956b6d,2014-10-04,2017-12-11,4,62000,2132,3296,2,0,1,0,0
comp_4acce73fa7bd,2014-09-01,2016-06-13,10,103000,2678,3329,2,0,1,0,0
comp_4ad884a2db59,2021-05-22,2023-02-14,2,32000,241,874,2,0,2,0,0
comp_4ada534add89,2018-07-13,2023-08-18,17,237000,56,1918,2,0,1,18,2
comp_4aeb7f4c40e3,2022-01-23,2022-01-23,1,10000,628,628,1,0,1,0,0
comp_4b02d8ed6e93,2020-10-12,2020-10-12,1,10000,1096,1096,1,0,1,0,0
comp_4b0856a74088,2021-04-11,2022-04-11,3,58000,550,915,2,0,1,3,0
comp_4b4246322707,2022-02-28,2023-05-29,3,75000,137,592,2,0,4,3,0
comp_4b4865e7e662,2020-06-30,2022-09-05,4,183000,403,1200,3,0,2,6,0
comp_4b87fac23917,2018-04-02,2022-12-05,11,187000,312,2020,2,8,2,7,1
comp_4b93a575c690,2019-01-29,2021-02-28,5,200000,957,1718,3,0,0,11,0
comp_4b951f3b28a5,2020-05-23,2023-10-13,7,116000,0,1238,2,2,3,5,1
comp_4bb863029b9c,2018-04-02,2022-06-01,6,110000,499,2020,2,0,4,4,0
comp_4bba04189344,2021-05-22,2021-05-25,2,22000,871,874,1,0,1,0,1
comp_4bc7a36df85a,2020-06-28,2022-04-28,4,40000,533,1202,1,2,1,0,1
comp_4bd1eaf509ac,2016-08-13,2016-08-13,1,13000,2617,2617,1,,,,
comp_4bdd9d3bdee3,2016-10-22,2016-10-22,1,16000,2547,2547,1,,,,
comp_4c2a22f35878,2018-02-03,2020-09-19,6,94000,1119,2078,2,0,0,6,0
comp_4c4dae952975,2018-04-14,2019-04-14,3,48000,1643,2008,3,0,1,2,0
comp_4c74b0f9dafc,2015-03-13,2023-07-14,52,598000,91,3136,2,8,0,17,8
comp_4c7d82489281,2021-07-17,2022-08-26,2,64000,413,818,2,0,2,2,0
comp_4c9fdc48df60,2014-09-12,2017-11-26,9,92000,2147,3318,1,0,1,0,0
comp_4ccd8314e1e8,2022-05-13,2023-02-07,2,81000,248,518,3,0,3,0,0
comp_4cdf2e5bd63b,2022-11-29,2023-07-10,3,35000,95,318,1,0,1,1,1
comp_4d011ca8039b,2020-10-05,2020-12-09,2,34000,1038,1103,2,0,1,1,0
comp_4d0d0ce225b5,2020-06-08,2023-10-07,11,110000,6,1222,1,2,1,7,1
comp_4d2872074eb6,2018-10-07,2022-12-20,4,66000,297,1832,2,2,0,2,0
comp_4d3fcfc2c077,2020-03-22,2020-03-22,1,11000,1300,1300,1,0,1,0,0
comp_4d40e268b1d7,2019-11-01,2022-11-11,4,96000,336,1442,3,0,1,5,0
comp_4d47e7762125,2020-10-31,2022-10-31,3,45000,347,1077,1,0,1,2,0
comp_4d4fff1eebd4,2020-09-15,2022-02-01,6,61000,619,1123,1,0,1,5,0
comp_4d9927ab80be,2020-11-14,2020-11-14,1,10000,1063,1063,1,0,1,0,0
comp_4dad78cf04c9,2016-07-23,2022-12-25,13,373000,292,2638,3,0,1,18,0
comp_4db08d152851,2018-04-14,2023-03-21,7,141000,206,2008,3,1,4,4,0
comp_4e11db11af75,2017-12-26,2017-12-26,1,10000,2117,2117,1,,,,
comp_4e16be0a6f8f,2017-03-01,2023-05-01,17,264000,165,2417,2,0,1,16,4
comp_4e504a86519e,2020-12-23,2020-12-23,1,11000,1024,1024,1,0,1,0,0
comp_4e96085839c4,2020-09-01,2021-04-03,3,31000,923,1137,1,0,1,2,0
comp_4e9b0b7a7910,2021-07-17,2023-07-17,3,90000,88,818,2,0,2,4,0
comp_4ea77bcf3e80,2014-08-25,2014-11-28,2,22000,3241,3336,1,,,,
comp_4eb587bf2aed,2018-12-03,2021-12-02,6,367000,680,1775,3,0,3,12,0
comp_4ef57289b3ce,2020-06-06,2021-06-06,2,21000,859,1224,1,0,1,1,0
comp_4ef7f0cd3ac6,2020-10-19,2023-09-30,4,77000,13,1089,1,0,1,3,0
comp_4ef95f87f436,2019-10-27,2023-01-24,6,243000,262,1447,3,0,2,13,0
comp_4f91937e3cef,2021-10-31,2021-10-31,1,11000,712,712,1,0,1,0,0
comp_4fc3fc0c8cbc,2014-10-31,2015-09-06,4,52000,2959,3269,2,0,1,0,0
comp_4fc4dfbaf17d,2020-07-04,2021-10-09,3,30000,734,1196,1,1,1,1,0
comp_4fcd8df671cc,2021-03-01,2021-03-01,1,11000,956,956,1,0,1,0,0
comp_50498c9cfc44,2018-04-07,2022-04-29,8,190000,532,2015,4,0,1,13,0
comp_509590d4b70d,2020-11-14,2023-03-24,3,30000,203,1063,1,0,1,0,2
comp_50b92cd2b3c8,2018-02-26,2018-05-08,2,21000,1984,2055,1,1,0,1,0
comp_50f8d69925a1,2017-02-14,2022-11-19,15,558000,328,2432,7,2,1,21,0
comp_5125edf94437,2019-11-09,2023-03-19,8,128000,208,1434,3,0,1,8,0
comp_512a88a6dd04,2018-05-12,2021-11-14,6,68000,698,1980,2,2,2,2,0
comp_512f9d5e8ab9,2016-01-22,2018-09-01,3,46000,1868,2821,2,0,3,0,0
comp_51435ba40a0d,2015-07-01,2015-11-29,3,33000,2875,3026,1,,,,
comp_5146cc973057,2019-07-13,2019-07-13,1,12000,1553,1553,1,0,1,0,0
comp_515b985606ad,2022-06-28,2022-06-28,1,15000,472,472,1,0,1,0,0
comp_516351c254c1,2020-11-15,2022-12-27,5,352000,290,1062,3,4,1,12,0
comp_516c603204ce,2020-12-07,2020-12-07,1,10000,1040,1040,1,0,1,0,0
comp_5188ab3c70e8,2016-04-25,2016-04-25,1,18000,2727,2727,1,,,,
comp_519169db55a3,2019-09-07,2023-03-12,5,596000,215,1497,5,0,2,9,1
comp_51b46f130304,2021-04-04,2021-04-04,1,10000,922,922,1,0,1,0,0
comp_52171b7d58be,2022-11-07,2022-11-07,1,22000,340,340,2,0,2,0,0
comp_524aee179092,2020-12-20,2020-12-20,1,10000,1027,1027,1,0,1,0,0
comp_527f8bbcacd8,2023-04-30,2023-04-30,1,35000,166,166,2,0,3,0,0
comp_529e11ca455f,2015-03-02,2023-04-23,14,207000,173,3147,5,2,2,3,3
comp_52bd6406a535,2018-12-14,2019-02-14,3,30000,1702,1764,1,0,1,2,0
comp_52d0fd029779,2018-03-12,2019-04-08,2,30000,1649,2041,2,2,1,0,0
comp_52f54a065185,2020-06-13,2020-06-13,1,23000,1217,1217,2,0,0,2,0
comp_532871bd8bd9,2015-01-18,2020-04-25,2,26000,1266,3190,1,1,1,0,0
comp_535447f59805,2019-03-02,2023-06-30,9,626000,105,1686,5,0,2,22,2
comp_535786edcc97,2017-03-01,2023-05-25,14,463000,141,2417,5,0,0,21,0
comp_53825f3f8106,2020-03-14,2022-12-24,4,660000,293,1308,2,0,1,6,1
comp_5414ee0dfa8d,2023-02-19,2023-02-19,1,31000,236,236,3,0,3,0,0
comp_5416915f313b,2020-05-19,2020-05-19,1,22000,1242,1242,1,0,2,0,0
comp_548b498c32b6,2023-03-17,2023-03-17,1,30000,210,210,3,0,3,0,0
comp_54a461084b57,2016-03-29,2016-03-29,1,21000,2754,2754,2,,,,
comp_54bbf024639e,2020-11-08,2020-11-08,1,10000,1069,1069,1,0,1,0,0
comp_54cfce5079d6,2022-05-20,2023-05-20,3,103000,146,511,3,0,3,0,2
comp_54d4d1bcad9d,2020-09-14,2020-09-14,1,11000,1124,1124,1,0,1,0,0
comp_54e0eed93808,2015-08-01,2018-02-03,3,80000,2078,2995,3,0,3,0,0
comp_54f106eb7d73,2019-09-20,2021-04-21,5,122000,905,1484,4,0,4,5,0
comp_54f3701b1ec2,2020-11-30,2022-11-30,4,348000,317,1047,3,0,2,14,0
comp_5529f1368d24,2021-09-28,2023-09-28,3,73000,15,745,5,0,5,1,0
comp_5536a0a59876,2020-02-11,2020-02-11,1,32000,1340,1340,2,0,3,0,0
comp_5544212c1e8f,2022-04-22,2023-04-22,2,22000,174,539,1,0,1,1,0
comp_554a752ddbaf,2016-06-14,2021-09-08,4,469000,765,2677,4,4,0,4,0
comp_5589f567f37a,2020-09-02,2022-09-04,3,96000,404,1136,3,0,2,4,0
comp_55d2eef39ecd,2020-06-21,2023-05-19,11,199000,147,1209,2,3,1,8,7
comp_55fd1fd98427,2018-07-20,2019-05-16,5,61000,1611,1911,1,0,1,4,0
comp_56065ccc7fef,2020-10-11,2023-09-09,19,190000,34,1097,1,4,0,6,8
comp_561ee9bd5ef0,2014-10-17,2023-02-06,31,1930000,249,3283,10,0,8,49,3
comp_56305dc746ff,2020-10-17,2022-12-17,3,40000,300,1091,2,0,1,2,0
comp_5630923b3125,2018-03-24,2023-03-31,2,57000,196,2029,2,1,1,0,0
comp_5633f7e5c9d5,2020-11-23,2023-09-15,23,231000,28,1054,1,0,1,5,17
comp_567653b02577,2018-09-28,2019-11-28,4,53000,1415,1841,1,0,1,3,0
comp_567b59bffcd4,2015-03-19,2023-05-23,10,124000,143,3130,1,0,1,4,0
comp_5681f057cecb,2017-06-17,2023-10-06,26,554000,7,2309,4,5,1,32,7
comp_56858ad71027,2019-10-05,2021-10-05,4,78000,738,1469,3,0,1,6,0
comp_568f8c3a75af,2020-12-01,2023-01-28,3,30000,258,1046,1,1,1,1,0
comp_56b133289644,2018-11-30,2022-04-26,4,60000,535,1778,1,0,1,2,1
comp_56c856f52a76,2020-07-21,2022-07-29,3,97000,441,1179,2,0,2,5,0
comp_56c8647f111a,2018-05-27,2018-12-08,4,44000,1770,1965,1,1,1,2,0
comp_56deddfe2002,2021-05-11,2023-05-11,4,147000,155,885,2,0,3,8,1
comp_56e3a3731f2b,2018-05-29,2023-09-24,18,225000,19,1963,2,3,1,9,6
comp_56f1a96b2358,2020-05-08,2023-10-02,32,321000,11,1253,1,0,1,9,22
comp_56f820216126,2023-04-10,2023-04-10,1,46000,186,186,4,0,4,0,0
comp_570bf4c116ca,2020-12-30,2023-01-30,8,144000,256,1017,5,0,2,9,2
comp_571228a1ca9c,2019-03-24,2023-01-09,4,187000,277,1664,2,0,2,7,0
comp_572915affe71,2016-04-02,2016-04-02,1,17000,2750,2750,1,0,1,0,0
comp_57685febe956,2020-09-20,2022-10-15,5,53000,363,1118,1,0,1,3,1
comp_57cf670f6369,2021-09-20,2021-09-20,1,10000,753,753,1,0,1,0,0
comp_57f21ef00a6a,2022-04-15,2023-05-22,4,90000,144,546,5,0,4,4,1
comp_57fabc679c74,2017-04-05,2022-07-12,7,147000,458,2382,4,0,1,4,0
comp_5811e3d554df,2014-11-10,2021-12-25,2,26000,657,3259,2,1,1,0,0
comp_582791df18f2,2020-03-10,2022-01-12,4,90000,639,1312,4,3,2,2,0
comp_58760793ab7d,2015-01-16,2015-01-16,1,10000,3192,3192,1,0,1,0,0
comp_58ab966d7390,2020-06-21,2020-07-04,2,21000,1196,1209,1,0,1,1,0
comp_58aedcc53a0a,2017-08-05,2018-03-17,3,41000,2036,2260,1,,,,
comp_58fa37348b2f,2020-05-13,2023-05-16,4,68000,150,1248,1,0,1,3,0
comp_593b82d12614,2021-02-13,2021-02-13,1,10000,972,972,1,0,1,0,0
comp_5956880baee1,2020-03-10,2020-03-10,1,10000,1312,1312,1,1,0,0,0
comp_598b9653a570,2021-08-10,2022-03-05,3,31000,587,794,1,0,2,1,0
comp_59c22475581e,2021-06-22,2021-06-22,1,16000,843,843,1,0,1,0,0
comp_59c9d279ba8f,2017-12-23,2023-09-27,12,654000,16,2120,6,1,0,24,1
comp_59ec3a179afe,2020-10-25,2021-05-18,3,30000,878,1083,1,1,2,0,0
comp_5a3c9f5a5b82,2020-01-10,2020-09-19,3,198000,1119,1372,4,0,3,3,0
comp_5a45b4b6c7e7,2019-11-25,2019-11-25,1,16000,1418,1418,1,0,1,0,0
comp_5a5186b25f06,2020-11-18,2020-11-18,1,10000,1059,1059,1,0,1,0,0
comp_5a5f7973178f,2014-11-02,2018-06-19,6,70000,1942,3267,3,0,1,1,0
comp_5a6263c0cab5,2020-08-30,2021-04-25,3,31000,901,1139,1,1,1,1,0
comp_5ab82bb01456,2020-12-19,2020-12-19,1,10000,1028,1028,1,0,1,0,0
comp_5b0877e7eed2,2020-02-25,2023-02-25,4,67000,230,1326,2,1,0,3,0
comp_5b0906004db1,2022-11-10,2023-07-21,5,70000,84,337,1,0,1,0,6
comp_5b0d7866cf18,2020-08-29,2022-07-09,2,42000,461,1140,4,0,4,0,0
comp_5b2b8128d09a,2020-09-06,2022-09-30,2,23000,378,1132,2,1,1,0,0
comp_5b49d253f092,2019-08-23,2022-02-02,4,96000,618,1512,3,0,2,7,0
comp_5b5c63d1dbb5,2016-03-30,2016-03-30,1,24000,2753,2753,2,0,2,0,0
comp_5b8280f2aa2d,2017-01-23,2023-01-24,11,302000,262,2454,3,0,0,19,1
comp_5b8bb4a05dda,2022-11-25,2023-08-31,2,33000,43,322,2,0,2,0,1
comp_5bb2a9402dee,2014-11-27,2017-04-27,6,87000,2360,3242,3,0,2,0,0
comp_5bce62a9c514,2020-03-16,2023-02-17,43,500000,238,1306,4,2,4,23,15
comp_5bdb9bcd29a4,2019-04-01,2021-04-01,5,114000,925,1656,3,0,1,6,0
comp_5bebee84e1e6,2015-11-06,2019-08-18,14,274000,1517,2898,4,1,1,22,0
comp_5bed561c2856,2020-09-09,2020-09-09,1,10000,1129,1129,1,0,1,0,0
comp_5bfdc3f7a7c3,2019-12-27,2020-12-27,2,25000,1020,1386,1,0,1,1,0
comp_5c4afae30d58,2016-07-18,2022-11-17,35,607000,330,2643,3,0,5,35,1
comp_5c7f595d1821,2021-08-09,2022-08-09,2,41000,430,795,4,0,1,3,0
comp_5c8fc6c16de8,2015-06-01,2015-10-02,3,34000,2933,3056,1,0,1,0,0
comp_5cb826e3c31a,2020-10-14,2020-10-14,1,11000,1094,1094,1,0,1,0,0
comp_5cd81a78e4bc,2014-10-21,2014-10-21,1,10000,3279,3279,1,,,,
comp_5ce9538259e6,2018-03-27,2018-12-03,9,98000,1775,2026,2,0,1,8,0
comp_5cfe6551cf90,2016-10-01,2022-10-17,14,1171000,361,2568,7,0,0,24,2
comp_5d304693547b,2019-01-29,2019-09-09,2,24000,1495,1718,1,0,1,1,0
comp_5d34f647874f,2022-01-28,2023-01-10,3,46000,276,623,1,1,1,1,0
comp_5d3a4122e7e5,2020-12-02,2020-12-02,1,10000,1045,1045,1,0,1,0,0
comp_5d66a067407a,2021-06-29,2021-06-29,1,50000,836,836,2,0,2,0,0
comp_5d6f45a7fd71,2014-12-01,2021-03-01,9,225000,956,3238,4,6,1,4,0
comp_5d7f0d6a96d8,2015-11-22,2023-10-03,52,1045000,10,2882,2,36,3,58,7
comp_5d8f31a03840,2020-06-08,2023-03-14,15,151000,213,1222,1,2,2,5,6
comp_5d9c0af8df1c,2022-06-17,2022-06-17,1,30000,483,483,3,0,3,0,0
comp_5dd3137944f7,2019-08-05,2023-09-11,8,137000,32,1530,3,0,2,4,2
comp_5de3ff7080af,2019-01-12,2019-01-12,1,11000,1735,1735,1,0,1,0,0
comp_5e1cb6486eba,2017-12-14,2022-08-16,23,310000,423,2129,2,3,1,23,2
comp_5e51f19707c7,2022-09-30,2022-11-30,2,81000,317,378,2,0,2,0,0
comp_5e83d59d42ad,2020-12-04,2020-12-04,1,10000,1043,1043,1,0,1,0,0
comp_5e97bb2de081,2019-03-04,2019-09-29,2,23000,1475,1684,1,0,1,1,0
comp_5ece71be3390,2019-09-15,2019-09-15,1,11000,1489,1489,1,0,1,0,0
comp_5ee6b9011702,2014-11-29,2022-12-11,13,224000,306,3240,4,1,1,6,0
comp_5f178272a354,2016-10-17,2016-10-17,1,12000,2552,2552,1,0,1,0,0
comp_5f23fcf8664a,2015-02-20,2016-02-24,3,39000,2788,3157,1,0,1,0,0
comp_5f79ecbb3ccd,2021-06-19,2022-06-25,2,22000,475,846,1,0,1,1,0
comp_5f865ac31cb0,2018-04-29,2023-09-18,38,641000,25,1993,2,15,1,26,22
comp_5faccebc7a56,2021-07-24,2023-07-24,3,54000,81,811,1,0,1,2,0
comp_600981cbcb04,2022-12-19,2022-12-19,1,69000,298,298,1,0,1,0,0
comp_606f64d7bf09,2016-02-01,2017-03-01,2,42000,2417,2811,2,0,2,0,0
comp_607cb7b3c1b8,2019-01-15,2019-01-15,1,13000,1732,1732,1,0,1,0,0
comp_609225cfc5a6,2021-11-01,2022-11-01,2,48000,346,711,2,0,1,2,0
comp_60d7865583e8,2019-03-15,2023-06-17,6,227000,118,1673,3,0,3,12,4
comp_60e1fcdad478,2023-02-21,2023-02-21,1,54000,234,234,4,0,5,0,0
comp_60f17fd4dc26,2015-04-01,2023-02-07,11,481000,248,3117,4,0,1,22,0
comp_6122318dcf65,2015-12-07,2016-01-31,2,21000,2812,2867,1,0,1,0,0
comp_612bd3d752a4,2020-05-26,2021-05-25,2,22000,871,1235,1,0,1,1,0
comp_612c7908ae16,2020-08-17,2022-12-26,8,295000,291,1152,3,0,3,10,10
comp_613cbdfc8270,2020-05-23,2021-05-23,2,47000,873,1238,2,0,1,2,0
comp_61511ecf0f02,2021-08-11,2021-08-11,1,10000,793,793,1,0,1,0,0
comp_6162c2d57ade,2014-09-08,2022-04-03,7,81000,558,3322,2,1,0,3,0
comp_618d11446f83,2021-04-05,2021-04-05,1,10000,921,921,1,0,1,0,0
comp_619797dfc4b0,2022-04-05,2023-04-05,2,41000,191,556,4,0,1,3,0
comp_619fe167e984,2020-02-01,2023-09-22,8,360000,21,1350,6,7,1,3,13
comp_61ee1fb755c0,2021-12-08,2022-05-07,3,30000,524,674,1,0,1,0,2
comp_621b4dc1f15d,2019-07-28,2023-05-22,8,224000,144,1538,3,0,1,10,1
comp_623009deca34,2017-11-11,2022-04-02,6,89000,559,2162,2,0,0,2,1
comp_62374963707a,2022-02-27,2023-02-27,4,93000,228,593,2,0,2,4,2
comp_6265dc52d6a3,2020-09-20,2020-09-20,1,10000,1118,1118,1,0,1,0,0
comp_62869ac73396,2016-01-01,2023-04-17,9,257000,179,2842,2,0,4,11,0
comp_628c03eab911,2020-11-09,2020-11-09,1,12000,1068,1068,1,1,0,0,0
comp_62920e3975c7,2016-09-10,2023-02-21,13,335000,234,2589,4,0,1,15,0
comp_62d72b6f4744,2020-02-01,2023-02-28,3,49000,227,1350,3,0,3,1,0
comp_62d91bb6978a,2021-03-09,2021-03-09,1,11000,948,948,1,0,1,0,0
comp_630a34037313,2021-08-25,2021-11-25,2,46000,687,779,2,0,2,2,0
comp_6311484ba74e,2015-06-22,2015-06-22,1,12000,3035,3035,1,0,1,0,0
comp_632311f6f48b,2016-04-12,2023-08-05,46,511000,69,2740,2,6,1,36,1
comp_632dd8c93e9c,2020-10-13,2021-08-27,3,31000,777,1095,1,1,1,1,0
comp_6338a9fdb3e9,2018-11-20,2018-11-20,1,11000,1788,1788,1,0,1,0,0
comp_633a197dd479,2018-10-21,2022-10-21,6,91000,357,1818,2,0,1,5,0
comp_63510db13cbb,2019-10-01,2019-10-01,1,84000,1473,1473,2,0,8,0,0
comp_63709d37d88a,2019-01-22,2019-01-22,1,31000,1725,1725,2,0,2,0,0
comp_63a0c335bb9f,2022-08-16,2022-08-16,1,44000,423,423,2,0,3,0,0
comp_63b3e0e95e98,2020-09-12,2022-09-12,3,52000,396,1126,4,0,1,1,3
comp_63e80608c881,2021-03-31,2023-06-24,3,93000,111,926,2,0,5,0,3
comp_63f910e7952f,2018-03-31,2023-09-23,15,336000,20,2022,3,3,1,18,0
comp_640c1db87575,2014-12-18,2016-12-26,3,42000,2482,3221,1,,,,
comp_641e80a53c90,2014-10-12,2022-06-01,16,180000,499,3288,2,2,1,5,1
comp_6487ca206362,2017-10-11,2017-10-11,1,12000,2193,2193,1,0,1,0,0
comp_648de47debe3,2018-06-01,2021-05-18,5,74000,878,1960,2,0,1,5,0
comp_6502cf933f44,2020-03-22,2021-05-11,3,31000,885,1300,1,1,1,1,0
comp_651828916bf8,2022-10-29,2022-10-29,1,37000,349,349,2,0,3,0,0
comp_651af00e427f,2021-01-31,2021-03-09,2,24000,948,985,1,0,1,1,0
comp_654829048f75,2020-10-27,2023-01-15,4,70000,271,1081,2,2,1,2,0
comp_65965735d42f,2021-12-07,2022-12-21,2,193000,296,675,2,0,4,5,0
comp_65e93d772eeb,2020-07-04,2022-07-29,4,77000,441,1196,2,0,1,4,1
comp_65ef5eb74f3b,2015-06-05,2022-02-01,3,53000,619,3052,2,4,1,0,0
comp_65f3fe771c57,2020-11-24,2021-04-12,3,30000,914,1053,1,0,1,2,0
comp_662a1fa8464e,2016-11-06,2018-03-23,3,47000,2030,2532,3,0,1,1,0
comp_664d71a0367d,2018-01-28,2023-09-10,12,684000,33,2084,7,0,1,25,1
comp_665f20832586,2023-02-28,2023-02-28,1,53000,227,227,4,0,4,0,0
comp_666c8fc292b0,2022-12-25,2022-12-25,1,52000,292,292,1,0,1,0,0
comp_66a0057789f8,2017-04-24,2017-04-24,1,11000,2363,2363,1,0,1,0,0
comp_66a374efbf0d,2019-10-11,2019-10-11,1,22000,1463,1463,2,0,2,0,0
comp_66b8fef8db6f,2015-05-05,2015-05-05,1,10000,3083,3083,1,0,1,0,0
comp_66c34dbc8569,2021-03-21,2021-03-21,1,11000,936,936,1,0,1,0,0
comp_66ce572c3993,2018-04-27,2023-09-30,8,232000,13,1995,5,0,1,16,0
comp_66e9a9150f48,2015-07-14,2015-07-14,1,10000,3013,3013,1,0,1,0,0
comp_66fcac615fb8,2016-11-14,2022-12-07,20,394000,310,2524,5,2,0,3,3
comp_670317e53813,2019-05-06,2021-01-23,14,180000,993,1621,2,0,2,16,0
comp_674908e94845,2015-03-01,2022-12-28,25,892000,289,3148,6,0,2,33,0
comp_677248f34237,2016-02-26,2016-02-26,1,10000,2786,2786,1,0,1,0,0
comp_6787a33a50b1,2016-07-18,2021-08-04,8,333000,800,2643,4,0,1,10,0
comp_678e0fdad84a,2018-05-01,2022-03-20,8,102000,572,1991,2,2,2,5,0
comp_67a63214792a,2019-02-09,2021-02-09,3,91000,976,1707,2,0,2,4,0
comp_67e702cc7fd9,2021-05-23,2023-05-23,3,70000,143,873,1,0,1,2,0
comp_68146cd55447,2023-04-09,2023-04-09,1,16000,187,187,1,0,1,0,0
comp_68152f2fe260,2022-07-26,2023-07-26,2,78000,79,444,2,0,3,3,0
comp_682de729ccc8,2020-11-01,2023-06-26,26,260000,109,1076,1,0,1,10,15
comp_68372ea8a483,2020-11-28,2022-12-13,3,51000,304,1049,1,0,1,1,1
comp_6875a6bd78f4,2020-10-18,2020-10-18,1,10000,1090,1090,1,0,1,0,0
comp_691b4f678fef,2020-09-28,2020-09-28,1,50000,1110,1110,2,0,5,0,0
comp_69499c618115,2019-02-18,2023-09-09,6,203000,34,1698,3,0,1,9,0
comp_694a46cc63b5,2020-06-22,2020-06-22,1,10000,1208,1208,1,0,1,0,0
comp_694fe91aa43a,2022-07-01,2023-05-27,4,51000,139,469,2,0,2,2,0
comp_699538931ea2,2022-05-21,2022-10-21,2,22000,357,510,1,1,1,0,0
comp_69d0476a07ae,2017-02-19,2023-06-22,15,276000,113,2427,5,0,0,9,6
comp_69d4f9522a60,2016-06-20,2023-04-21,10,396000,175,2671,7,3,1,17,7
comp_6a01a383cc41,2020-10-24,2023-09-20,4,205000,23,1084,4,0,2,11,0
comp_6a127638bc2b,2014-09-21,2023-09-01,12,201000,42,3309,4,0,3,5,0
comp_6a2bdd7a53bb,2020-03-16,2022-03-25,5,109000,567,1306,2,0,2,7,0
comp_6a3bef0efe07,2015-04-01,2021-12-31,10,419000,651,3117,5,0,2,5,0
comp_6a45eb036398,2020-08-29,2022-08-29,3,179000,410,1140,2,0,2,6,0
comp_6a545d99731d,2020-05-18,2020-05-18,1,10000,1243,1243,1,0,1,0,0
comp_6a6b31574e25,2018-04-01,2018-04-29,3,42000,1993,2021,2,0,2,2,0
comp_6a9d1bf7c48c,2019-09-07,2022-09-30,4,217000,378,1497,2,0,1,5,0
comp_6abf28b7b7d9,2021-04-28,2021-04-28,1,21000,898,898,1,0,1,0,0
comp_6b2ec3e54254,2020-05-16,2023-02-19,20,309000,236,1245,2,1,2,24,2
comp_6b561a17ad76,2021-09-19,2022-08-13,5,53000,426,754,1,0,3,1,1
comp_6b66eda1bc74,2020-11-02,2020-11-02,1,30000,1075,1075,2,0,2,0,0
comp_6b6d1c8a635c,2020-02-21,2020-02-21,1,11000,1330,1330,1,0,1,0,0
comp_6b7a97f34615,2018-02-19,2023-02-28,10,671000,227,2062,5,0,1,26,0
comp_6bb22f15a451,2020-05-25,2020-07-14,2,36000,1186,1236,2,0,1,1,0
comp_6bb35d2dc392,2018-08-06,2018-09-06,2,22000,1863,1894,1,0,0,2,0
comp_6bc4b90458d0,2020-05-30,2023-07-31,5,91000,74,1231,5,0,0,8,1
comp_6c0db8f379be,2016-01-01,2023-01-10,11,206000,276,2842,2,0,1,10,0
comp_6c0f63e98921,2022-06-14,2022-06-14,1,11000,486,486,1,0,1,0,0
comp_6c1c776d369f,2014-12-27,2015-02-01,2,22000,3176,3212,1,0,1,0,0
comp_6c20e129099d,2022-04-15,2023-04-15,2,22000,181,546,1,0,1,1,0
comp_6c2813c04aca,2020-11-17,2020-11-17,1,10000,1060,1060,1,0,1,0,0
comp_6c4afdeed6f3,2014-08-14,2018-05-22,6,107000,1970,3347,2,3,2,4,0
comp_6c676d28e1ec,2014-10-17,2023-01-13,15,170000,273,3283,2,2,5,3,2
comp_6cad3cd11e12,2015-03-22,2015-12-20,3,31000,2854,3127,1,0,1,0,0
comp_6cdc2b53c73a,2018-06-15,2020-09-15,4,146000,1123,1946,3,0,1,5,0
comp_6cf45bc58e18,2020-03-31,2023-10-08,6,751000,5,1291,4,0,8,10,1
comp_6d2bd5f3b3e8,2022-06-07,2023-06-07,2,59000,128,493,3,0,1,3,0
comp_6d3960e97627,2020-06-30,2020-06-30,1,22000,1200,1200,2,0,2,0,0
comp_6d407ba7ea5f,2021-09-13,2021-12-21,2,48000,661,760,2,0,1,1,0
comp_6d5fff94a8d3,2022-07-30,2022-07-30,1,30000,440,440,3,0,3,0,0
comp_6d6d10b877ec,2022-04-16,2022-11-20,3,33000,327,545,1,0,3,0,0
comp_6d7588e9e681,2019-08-26,2019-10-29,2,26000,1445,1509,2,0,1,1,0
comp_6d91ec28df0a,2022-03-11,2022-07-09,2,23000,461,581,2,0,1,0,1
comp_6dac1326de7d,2016-10-01,2019-09-01,4,67000,1503,2568,2,0,0,2,0
comp_6dc0008607b9,2022-02-19,2022-02-19,1,10000,601,601,1,0,1,0,0
comp_6dfff4729c2c,2014-10-01,2017-10-03,4,65000,2201,3299,2,0,1,0,0
comp_6e0431eb2d19,2020-06-10,2022-06-09,3,33000,491,1220,1,0,1,2,0
